season,match_date,home_team,away_team,home_goals,away_goals,home_ht_goals,away_ht_goals,shots_home,shots_away,shots_on_target_home,shots_on_target_away,corners_home,corners_away,fouls_home,fouls_away,yellow_home,yellow_away,red_home,red_away,result
2016-17,2017-04-27,Ath Bilbao,Betis,2,1,0,0,18,9,9,3,11,1,10,17,1,3,0,0,home_win
2016-17,2017-04-27,Sevilla,Celta,2,1,0,0,16,10,5,1,5,1,20,18,1,2,0,1,home_win
2016-17,2017-04-28,Villarreal,Sp Gijon,3,1,1,0,18,14,6,7,4,7,9,10,2,1,0,0,home_win
2016-17,2017-04-29,Espanol,Barcelona,0,3,0,0,6,15,3,9,4,5,19,18,3,0,0,0,away_win
2016-17,2017-04-29,Las Palmas,Ath Madrid,0,5,0,3,15,8,3,7,7,1,6,13,4,4,1,0,away_win
2016-17,2017-04-29,Real Madrid,Valencia,2,1,1,0,20,9,5,2,2,3,13,10,3,4,0,0,home_win
2016-17,2017-04-29,Sociedad,Granada,2,1,1,0,13,5,5,3,7,1,14,16,0,3,0,0,home_win
2016-17,2017-04-30,Betis,Alaves,1,4,1,0,11,9,3,5,4,0,14,16,1,5,0,0,away_win
2016-17,2017-04-30,Celta,Ath Bilbao,0,3,0,1,5,22,0,12,0,11,8,11,1,1,0,0,away_win
2016-17,2017-04-30,Eibar,Leganes,2,0,0,0,9,12,5,1,2,11,12,9,1,1,0,0,home_win
2016-17,2017-04-30,Osasuna,La Coruna,2,2,1,1,16,15,5,5,7,7,9,11,2,3,0,0,draw
2016-17,2017-05-01,Malaga,Sevilla,4,2,1,1,11,9,5,4,1,3,14,18,3,5,0,0,home_win
2016-17,2017-05-05,Sevilla,Sociedad,1,1,1,0,11,9,3,3,10,3,20,10,4,3,0,1,draw
2016-17,2017-05-06,Ath Madrid,Eibar,1,0,0,0,14,7,5,3,6,5,6,10,3,3,1,0,home_win
2016-17,2017-05-06,Barcelona,Villarreal,4,1,2,1,20,8,8,4,4,3,10,13,2,4,0,0,home_win
2016-17,2017-05-06,Granada,Real Madrid,0,4,0,4,13,16,3,8,6,3,14,8,1,0,0,0,away_win
2016-17,2017-05-06,Sp Gijon,Las Palmas,1,0,0,0,16,8,3,2,5,4,19,15,4,3,0,0,home_win
2016-17,2017-05-07,Alaves,Ath Bilbao,1,0,0,0,9,20,3,6,3,10,14,11,1,4,0,0,home_win
2016-17,2017-05-07,La Coruna,Espanol,1,2,0,2,21,9,5,3,12,4,10,14,1,2,0,0,away_win
2016-17,2017-05-07,Malaga,Celta,3,0,1,0,14,5,8,2,2,1,13,18,2,4,0,0,home_win
2016-17,2017-05-07,Valencia,Osasuna,4,1,2,0,19,9,8,4,9,2,15,11,3,2,0,0,home_win
2016-17,2017-05-08,Leganes,Betis,4,0,2,0,6,13,4,3,2,2,18,13,3,0,0,0,home_win
2016-17,2017-05-13,Espanol,Valencia,0,1,0,0,15,9,3,3,7,2,19,14,0,4,0,0,away_win
2016-17,2017-05-13,Osasuna,Granada,2,1,1,1,19,9,7,3,8,3,11,9,1,3,0,0,home_win
2016-17,2017-05-14,Villarreal,La Coruna,0,0,0,0,21,3,4,1,11,3,15,21,2,4,0,0,draw
2016-17,2017-05-14,Sociedad,Malaga,2,2,1,1,15,9,5,4,9,3,10,16,1,2,0,0,draw
2016-17,2017-05-14,Real Madrid,Sevilla,4,1,2,0,14,11,7,6,4,5,14,19,4,2,0,0,home_win
2016-17,2017-05-14,Las Palmas,Barcelona,1,4,0,2,11,11,5,5,3,6,13,15,0,1,0,0,away_win
2016-17,2017-05-14,Eibar,Sp Gijon,0,1,0,1,10,11,2,4,5,6,9,10,2,2,0,0,away_win
2016-17,2017-05-14,Betis,Ath Madrid,1,1,0,0,13,5,5,2,3,5,7,16,4,4,0,0,draw
2016-17,2017-05-14,Ath Bilbao,Leganes,1,1,1,0,15,5,6,2,10,1,12,8,2,7,0,0,draw
2016-17,2017-05-14,Alaves,Celta,3,1,3,0,11,15,4,4,4,4,11,13,1,3,0,0,home_win
2016-17,2017-05-17,Celta,Real Madrid,1,4,0,1,17,13,6,8,4,6,17,9,4,2,1,0,away_win
2016-17,2017-05-19,Granada,Espanol,1,2,1,2,16,5,7,3,3,3,12,9,0,3,0,0,away_win
2016-17,2017-05-20,La Coruna,Las Palmas,3,0,3,0,9,13,5,4,0,9,25,14,4,2,0,1,home_win
2016-17,2017-05-20,Leganes,Alaves,1,1,0,0,15,17,4,5,8,4,9,14,0,1,0,0,draw
2016-17,2017-05-20,Sevilla,Osasuna,5,0,3,0,17,5,7,2,1,1,11,8,3,1,0,0,home_win
2016-17,2017-05-20,Sp Gijon,Betis,2,2,1,1,11,21,5,9,2,3,15,14,0,2,0,0,draw
2016-17,2017-05-21,Malaga,Real Madrid,0,2,0,1,22,16,6,8,9,7,6,9,2,0,0,0,away_win
2016-17,2017-05-21,Celta,Sociedad,2,2,0,0,13,18,5,8,3,7,8,17,2,1,0,0,draw
2016-17,2017-05-21,Valencia,Villarreal,1,3,0,1,16,14,5,6,9,0,15,10,2,2,0,0,away_win
2016-17,2017-05-21,Ath Madrid,Ath Bilbao,3,1,2,0,12,16,4,1,2,5,13,11,2,0,0,0,home_win
2016-17,2017-05-21,Barcelona,Eibar,4,2,0,1,18,6,11,4,10,4,3,16,1,2,0,1,home_win
2017-18,2017-08-18,Leganes,Alaves,1,0,1,0,16,6,9,3,4,2,14,18,0,1,0,0,home_win
2017-18,2017-08-18,Valencia,Las Palmas,1,0,1,0,22,5,6,4,5,2,25,13,3,3,0,1,home_win
2017-18,2017-08-19,Celta,Sociedad,2,3,1,1,16,13,5,6,5,4,12,11,3,1,0,0,away_win
2017-18,2017-08-19,Girona,Ath Madrid,2,2,2,0,13,9,6,3,6,0,15,15,2,4,0,1,draw
2017-18,2017-08-19,Sevilla,Espanol,1,1,1,1,9,9,4,6,7,3,14,12,2,4,1,0,draw
2017-18,2017-08-20,Ath Bilbao,Getafe,0,0,0,0,12,8,2,2,7,6,16,15,1,3,0,1,draw
2017-18,2017-08-20,Barcelona,Betis,2,0,2,0,15,3,2,0,8,0,16,15,2,1,0,0,home_win
2017-18,2017-08-20,La Coruna,Real Madrid,0,3,0,2,12,16,6,8,4,4,16,12,5,1,0,1,away_win
2017-18,2017-08-21,Levante,Villarreal,1,0,0,0,14,9,3,1,11,6,18,14,1,3,0,0,home_win
2017-18,2017-08-21,Malaga,Eibar,0,1,0,0,10,13,4,6,3,7,16,15,2,3,0,0,away_win
2017-18,2017-08-25,Sociedad,Villarreal,3,0,3,0,15,6,9,1,10,4,12,22,2,2,0,0,home_win
2017-18,2017-08-25,Betis,Celta,2,1,1,1,10,9,3,2,4,6,13,9,2,2,0,0,home_win
2017-18,2017-08-26,Levante,La Coruna,2,2,1,2,24,11,5,4,6,5,11,12,0,2,1,0,draw
2017-18,2017-08-26,Las Palmas,Ath Madrid,1,5,0,2,10,8,4,6,4,2,10,9,4,1,0,0,away_win
2017-18,2017-08-26,Alaves,Barcelona,0,2,0,0,11,23,2,11,1,14,12,10,2,3,0,0,away_win
2017-18,2017-08-26,Girona,Malaga,1,0,1,0,15,7,4,2,2,3,11,15,3,4,0,0,home_win
2017-18,2017-08-27,Eibar,Ath Bilbao,0,1,0,1,14,10,5,4,4,3,14,11,1,1,1,0,away_win
2017-18,2017-08-27,Espanol,Leganes,0,1,0,1,17,12,2,8,9,1,10,14,3,3,0,0,away_win
2017-18,2017-08-27,Getafe,Sevilla,0,1,0,0,15,6,3,3,7,5,20,10,0,1,0,0,away_win
2017-18,2017-08-27,Real Madrid,Valencia,2,2,1,1,22,7,6,3,13,4,12,12,3,5,0,0,draw
2017-18,2017-09-08,Leganes,Getafe,1,2,0,1,11,11,7,3,2,4,14,20,1,2,0,0,away_win
2017-18,2017-09-09,Barcelona,Espanol,5,0,2,0,20,9,9,1,8,7,11,18,1,5,0,0,home_win
2017-18,2017-09-09,Real Madrid,Levante,1,1,1,1,18,5,10,2,13,3,9,16,2,3,1,0,draw
2017-18,2017-09-09,Sevilla,Eibar,3,0,0,0,12,7,6,2,6,5,14,18,1,1,0,0,home_win
2017-18,2017-09-09,Valencia,Ath Madrid,0,0,0,0,11,13,0,4,4,3,16,14,1,0,0,0,draw
2017-18,2017-09-10,Villarreal,Betis,3,1,1,1,14,8,7,3,4,3,9,9,3,0,0,0,home_win
2017-18,2017-09-10,La Coruna,Sociedad,2,4,1,2,11,15,4,4,5,7,18,14,1,3,0,0,away_win
2017-18,2017-09-10,Celta,Alaves,1,0,1,0,20,5,3,3,9,4,17,17,4,4,0,0,home_win
2017-18,2017-09-10,Ath Bilbao,Girona,2,0,1,0,7,11,4,7,6,4,19,18,4,6,0,0,home_win
2017-18,2017-09-11,Malaga,Las Palmas,1,3,0,1,14,10,6,8,3,2,22,11,4,2,0,0,away_win
2017-18,2017-09-15,Eibar,Leganes,1,0,0,0,10,5,4,2,8,1,15,20,2,5,0,0,home_win
2017-18,2017-09-16,Ath Madrid,Malaga,1,0,0,0,17,9,4,4,8,4,9,15,2,2,0,0,home_win
2017-18,2017-09-16,Betis,La Coruna,2,1,1,1,17,11,7,3,6,4,13,19,2,3,0,0,home_win
2017-18,2017-09-16,Getafe,Barcelona,1,2,1,0,13,7,4,5,3,4,15,14,2,4,0,0,away_win
2017-18,2017-09-16,Levante,Valencia,1,1,1,1,9,13,2,5,1,3,21,11,2,1,0,0,draw
2017-18,2017-09-17,Alaves,Villarreal,0,3,0,1,16,16,2,6,2,3,12,25,2,2,0,0,away_win
2017-18,2017-09-17,Girona,Sevilla,0,1,0,0,13,13,0,8,8,1,14,19,2,5,0,0,away_win
2017-18,2017-09-17,Las Palmas,Ath Bilbao,1,0,0,0,12,11,3,5,7,6,12,19,2,3,0,0,home_win
2017-18,2017-09-17,Sociedad,Real Madrid,1,3,1,2,10,18,5,6,4,6,12,15,3,2,0,0,away_win
2017-18,2017-09-18,Espanol,Celta,2,1,2,0,9,11,3,1,3,5,12,14,1,4,0,0,home_win
2017-18,2017-09-19,Valencia,Malaga,5,0,1,0,16,11,11,2,4,9,9,10,0,1,0,0,home_win
2017-18,2017-09-19,Barcelona,Eibar,6,1,2,0,11,13,10,4,7,7,4,9,0,2,0,0,home_win
2017-18,2017-09-20,Sevilla,Las Palmas,1,0,0,0,14,6,9,0,12,0,21,8,2,2,0,0,home_win
2017-18,2017-09-20,Real Madrid,Betis,0,1,0,0,27,12,7,4,12,3,13,11,0,3,0,0,away_win
2017-18,2017-09-20,Leganes,Girona,0,0,0,0,12,10,1,0,6,3,19,20,2,3,0,0,draw
2017-18,2017-09-20,La Coruna,Alaves,1,0,1,0,15,8,3,3,5,2,16,19,0,2,0,0,home_win
2017-18,2017-09-20,Ath Bilbao,Ath Madrid,1,2,0,0,12,16,7,9,6,0,12,12,0,2,0,0,away_win
2017-18,2017-09-21,Celta,Getafe,1,1,1,0,8,10,4,3,3,2,9,21,2,4,0,0,draw
2017-18,2017-09-21,Levante,Sociedad,3,0,1,0,13,13,9,3,3,6,13,11,2,0,0,1,home_win
2017-18,2017-09-21,Villarreal,Espanol,0,0,0,0,14,10,5,3,5,5,17,10,5,2,0,0,draw
2017-18,2017-09-23,Alaves,Real Madrid,1,2,1,2,8,21,3,7,5,13,19,19,5,2,0,0,away_win
2017-18,2017-09-23,Ath Madrid,Sevilla,2,0,0,0,13,11,4,0,7,6,11,17,4,3,0,0,home_win
2017-18,2017-09-23,Girona,Barcelona,0,3,0,1,13,9,2,5,9,3,21,5,3,0,0,0,away_win
2017-18,2017-09-23,Malaga,Ath Bilbao,3,3,1,1,15,8,7,7,5,1,16,8,7,2,1,0,draw
2017-18,2017-09-24,Sociedad,Valencia,2,3,1,1,18,13,6,4,7,6,11,13,3,7,1,1,away_win
2017-18,2017-09-24,Getafe,Villarreal,4,0,0,0,17,6,8,1,7,4,11,16,1,4,0,0,home_win
2017-18,2017-09-24,Las Palmas,Leganes,0,2,0,0,8,9,3,3,3,2,10,15,1,3,0,0,away_win
2017-18,2017-09-24,Eibar,Celta,0,4,0,3,9,10,0,6,4,4,14,5,2,1,0,0,away_win
2017-18,2017-09-24,Espanol,La Coruna,4,1,2,0,17,21,5,6,4,6,16,7,1,2,0,0,home_win
2017-18,2017-09-25,Betis,Levante,4,0,0,0,14,8,6,1,6,3,9,5,1,0,0,0,home_win
2017-18,2017-09-29,Celta,Girona,3,3,2,2,16,10,9,6,5,6,9,17,2,5,0,0,draw
2017-18,2017-09-30,La Coruna,Getafe,2,1,0,0,15,10,9,3,8,5,16,22,6,3,0,0,home_win
2017-18,2017-09-30,Leganes,Ath Madrid,0,0,0,0,7,11,3,2,2,6,13,13,2,1,0,0,draw
2017-18,2017-09-30,Levante,Alaves,0,2,0,1,13,8,0,3,8,4,11,18,2,4,0,0,away_win
2017-18,2017-09-30,Sevilla,Malaga,2,0,0,0,12,11,5,4,4,6,11,12,2,1,0,0,home_win
2017-18,2017-10-01,Barcelona,Las Palmas,3,0,0,0,22,10,10,1,8,3,10,11,5,1,0,0,home_win
2017-18,2017-10-01,Real Madrid,Espanol,2,0,1,0,22,8,8,3,10,3,8,10,2,2,0,0,home_win
2017-18,2017-10-01,Sociedad,Betis,4,4,2,2,17,10,6,6,12,5,9,18,3,3,0,0,draw
2017-18,2017-10-01,Valencia,Ath Bilbao,3,2,2,0,10,16,6,6,2,8,18,16,3,4,0,0,home_win
2017-18,2017-10-01,Villarreal,Eibar,3,0,1,0,12,8,6,1,6,3,15,9,2,1,0,0,home_win
2017-18,2017-10-13,Espanol,Levante,0,0,0,0,20,13,6,3,9,4,9,13,2,3,0,0,draw
2017-18,2017-10-14,Getafe,Real Madrid,1,2,0,1,8,16,3,6,4,7,23,8,2,3,0,0,away_win
2017-18,2017-10-14,Ath Madrid,Barcelona,1,1,1,0,5,15,4,7,2,1,12,10,3,2,0,0,draw
2017-18,2017-10-14,Alaves,Sociedad,0,2,0,0,8,13,0,6,4,9,11,7,1,1,0,0,away_win
2017-18,2017-10-14,Ath Bilbao,Sevilla,1,0,1,0,15,14,2,6,6,6,18,9,5,5,0,0,home_win
2017-18,2017-10-15,Betis,Valencia,3,6,0,2,13,13,6,9,7,5,11,11,1,4,0,0,away_win
2017-18,2017-10-15,Eibar,La Coruna,0,0,0,0,15,11,6,3,10,1,9,10,2,2,0,0,draw
2017-18,2017-10-15,Girona,Villarreal,1,2,1,2,14,5,3,2,8,1,12,20,3,4,0,0,away_win
2017-18,2017-10-15,Malaga,Leganes,0,2,0,0,13,19,5,9,4,2,21,21,4,3,1,0,away_win
2017-18,2017-10-16,Las Palmas,Celta,2,5,0,2,24,14,11,7,14,3,13,12,2,1,0,1,away_win
2017-18,2017-10-21,Barcelona,Malaga,2,0,1,0,12,13,4,5,4,3,10,11,1,4,0,0,home_win
2017-18,2017-10-21,Betis,Alaves,2,0,1,0,12,7,5,3,6,5,18,9,2,2,0,0,home_win
2017-18,2017-10-21,Levante,Getafe,1,1,0,0,5,9,1,5,3,2,18,16,1,3,0,0,draw
2017-18,2017-10-21,Valencia,Sevilla,4,0,1,0,18,18,8,5,7,10,15,21,2,4,0,0,home_win
2017-18,2017-10-22,Villarreal,Las Palmas,4,0,0,0,25,16,9,5,9,6,14,9,1,5,0,0,home_win
2017-18,2017-10-22,Real Madrid,Eibar,3,0,2,0,15,9,7,2,5,2,9,7,1,1,0,0,home_win
2017-18,2017-10-22,Celta,Ath Madrid,0,1,0,1,19,4,8,2,4,4,13,19,3,5,0,0,away_win
2017-18,2017-10-22,Leganes,Ath Bilbao,1,0,0,0,15,7,4,1,4,3,16,15,3,4,0,0,home_win
2017-18,2017-10-23,La Coruna,Girona,1,2,0,1,15,13,6,6,9,7,9,16,3,8,0,0,away_win
2017-18,2017-10-23,Sociedad,Espanol,1,1,0,1,19,4,5,1,10,1,12,15,4,4,1,0,draw
2017-18,2017-10-28,Alaves,Valencia,1,2,0,1,16,7,6,2,6,4,19,18,5,1,0,0,away_win
2017-18,2017-10-28,Ath Bilbao,Barcelona,0,2,0,1,17,17,5,5,6,4,15,12,1,4,0,0,away_win
2017-18,2017-10-28,Ath Madrid,Villarreal,1,1,0,0,18,12,6,4,11,6,13,20,0,4,0,0,draw
2017-18,2017-10-28,Sevilla,Leganes,2,1,1,0,9,10,5,1,5,6,16,19,0,3,0,0,home_win
2017-18,2017-10-29,Eibar,Levante,2,2,0,2,16,3,6,2,6,2,8,16,1,3,0,0,draw
2017-18,2017-10-29,Getafe,Sociedad,2,1,0,1,10,15,5,4,8,7,19,16,3,2,0,0,home_win
2017-18,2017-10-29,Girona,Real Madrid,2,1,0,1,15,15,4,6,2,7,21,11,2,1,0,0,home_win
2017-18,2017-10-29,Malaga,Celta,2,1,1,0,15,10,4,2,4,1,20,12,2,3,0,0,home_win
2017-18,2017-10-30,Las Palmas,La Coruna,1,3,1,1,13,15,5,5,8,5,11,15,1,1,0,0,away_win
2017-18,2017-10-30,Espanol,Betis,1,0,0,0,10,9,4,4,5,3,10,17,2,5,0,0,home_win
2017-18,2017-11-03,Betis,Getafe,2,2,0,2,15,9,4,2,4,6,10,14,2,6,0,0,draw
2017-18,2017-11-04,Valencia,Leganes,3,0,1,0,13,13,7,6,4,7,11,13,1,2,0,0,home_win
2017-18,2017-11-04,La Coruna,Ath Madrid,0,1,0,0,14,11,1,3,4,4,17,10,4,2,0,0,away_win
2017-18,2017-11-04,Barcelona,Sevilla,2,1,1,0,18,8,6,3,3,3,10,12,1,0,0,0,home_win
2017-18,2017-11-04,Alaves,Espanol,1,0,1,0,17,9,6,3,3,8,29,9,7,2,0,1,home_win
2017-18,2017-11-05,Celta,Ath Bilbao,3,1,3,1,11,14,5,5,3,6,13,17,2,3,0,0,home_win
2017-18,2017-11-05,Levante,Girona,1,2,0,0,7,10,4,5,7,2,10,16,3,4,0,0,away_win
2017-18,2017-11-05,Real Madrid,Las Palmas,3,0,1,0,27,2,9,1,9,2,9,9,2,1,0,0,home_win
2017-18,2017-11-05,Sociedad,Eibar,3,1,2,0,10,9,6,5,3,6,10,17,0,3,0,0,home_win
2017-18,2017-11-05,Villarreal,Malaga,2,0,0,0,14,10,3,2,6,4,18,12,2,4,0,0,home_win
2017-18,2017-11-17,Girona,Sociedad,1,1,0,1,14,14,4,5,3,6,28,10,4,2,0,0,draw
2017-18,2017-11-18,Ath Madrid,Real Madrid,0,0,0,0,7,14,1,3,7,9,21,6,6,2,0,0,draw
2017-18,2017-11-18,Getafe,Alaves,4,1,2,0,13,11,8,5,4,5,18,14,3,3,0,0,home_win
2017-18,2017-11-18,Leganes,Barcelona,0,3,0,1,18,11,7,7,6,3,25,10,1,2,0,0,away_win
2017-18,2017-11-18,Sevilla,Celta,2,1,1,1,12,11,5,5,1,2,20,17,3,2,0,0,home_win
2017-18,2017-11-19,Las Palmas,Levante,0,2,0,0,10,11,5,6,3,5,9,22,1,4,0,0,away_win
2017-18,2017-11-19,Malaga,La Coruna,3,2,1,1,14,12,5,4,5,4,16,15,4,5,0,0,home_win
2017-18,2017-11-19,Ath Bilbao,Villarreal,1,1,0,1,15,7,3,4,9,7,10,16,1,3,0,0,draw
2017-18,2017-11-19,Espanol,Valencia,0,2,0,0,12,7,4,3,3,4,11,17,0,4,0,0,away_win
2017-18,2017-11-20,Eibar,Betis,5,0,2,0,17,4,7,0,5,2,10,9,2,2,0,1,home_win
2017-18,2017-11-24,Celta,Leganes,1,0,1,0,14,9,7,2,3,4,13,16,2,3,0,0,home_win
2017-18,2017-11-25,Alaves,Eibar,1,2,0,1,6,11,2,6,2,5,18,19,7,3,1,1,away_win
2017-18,2017-11-25,Betis,Girona,2,2,0,1,12,13,6,7,3,5,9,16,2,1,0,0,draw
2017-18,2017-11-25,Levante,Ath Madrid,0,5,0,2,17,16,2,11,2,3,11,14,2,1,0,0,away_win
2017-18,2017-11-25,Real Madrid,Malaga,3,2,2,1,16,9,9,3,6,0,15,13,1,2,0,0,home_win
2017-18,2017-11-26,La Coruna,Ath Bilbao,2,2,1,1,14,10,4,3,5,2,11,14,4,1,0,0,draw
2017-18,2017-11-26,Sociedad,Las Palmas,2,2,1,1,16,8,3,7,11,3,22,14,4,3,1,0,draw
2017-18,2017-11-26,Valencia,Barcelona,1,1,0,0,8,12,1,8,3,9,12,11,4,0,0,0,draw
2017-18,2017-11-26,Villarreal,Sevilla,2,3,1,0,19,15,4,4,6,6,9,17,4,3,1,0,away_win
2017-18,2017-11-27,Espanol,Getafe,1,0,0,0,10,7,5,4,6,4,12,18,3,6,0,0,home_win
2017-18,2017-12-01,Malaga,Levante,0,0,0,0,18,3,2,3,7,2,12,15,1,3,0,0,draw
2017-18,2017-12-02,Sevilla,La Coruna,2,0,1,0,10,11,6,3,6,7,12,16,1,3,0,0,home_win
2017-18,2017-12-02,Barcelona,Celta,2,2,1,1,21,10,7,5,4,1,11,12,3,6,0,0,draw
2017-18,2017-12-02,Ath Madrid,Sociedad,2,1,0,1,16,10,10,2,5,6,12,10,1,2,0,0,home_win
2017-18,2017-12-02,Ath Bilbao,Real Madrid,0,0,0,0,11,19,4,4,3,5,20,13,2,5,0,1,draw
2017-18,2017-12-03,Eibar,Espanol,3,1,2,0,10,6,5,3,3,2,13,16,3,3,0,0,home_win
2017-18,2017-12-03,Getafe,Valencia,1,0,0,0,11,13,3,6,5,12,18,11,8,4,1,0,home_win
2017-18,2017-12-03,Las Palmas,Betis,1,0,1,0,21,8,7,2,6,4,12,21,1,7,0,1,home_win
2017-18,2017-12-03,Leganes,Villarreal,3,1,0,0,12,12,5,4,5,6,11,17,2,4,0,0,home_win
2017-18,2017-12-04,Girona,Alaves,2,3,0,0,11,9,3,4,6,5,8,13,1,2,0,0,away_win
2017-18,2017-12-08,Alaves,Las Palmas,2,0,1,0,22,6,9,1,8,3,23,12,2,0,0,0,home_win
2017-18,2017-12-09,Getafe,Eibar,0,0,0,0,6,7,3,2,9,7,14,13,1,4,0,0,draw
2017-18,2017-12-09,La Coruna,Leganes,1,0,1,0,15,3,4,0,6,1,16,21,4,4,0,0,home_win
2017-18,2017-12-09,Real Madrid,Sevilla,5,0,5,0,20,11,8,3,9,3,12,11,0,2,0,0,home_win
2017-18,2017-12-09,Valencia,Celta,2,1,1,0,13,13,7,5,10,2,16,12,2,5,0,0,home_win
2017-18,2017-12-10,Villarreal,Barcelona,0,2,0,0,9,16,5,6,2,4,18,13,2,1,1,0,away_win
2017-18,2017-12-10,Sociedad,Malaga,0,2,0,1,18,9,2,5,5,0,10,12,1,1,0,0,away_win
2017-18,2017-12-10,Betis,Ath Madrid,0,1,0,1,9,4,4,2,3,2,15,19,4,3,0,0,away_win
2017-18,2017-12-10,Levante,Ath Bilbao,1,2,0,1,12,14,3,3,8,6,11,13,3,3,0,0,away_win
2017-18,2017-12-11,Espanol,Girona,0,1,0,1,8,12,3,5,8,6,9,17,1,3,0,0,away_win
2017-18,2017-12-15,Sevilla,Levante,0,0,0,0,16,10,6,2,8,5,22,14,2,3,0,0,draw
2017-18,2017-12-16,Ath Bilbao,Sociedad,0,0,0,0,7,10,1,2,6,6,14,9,3,0,0,0,draw
2017-18,2017-12-16,Ath Madrid,Alaves,1,0,0,0,10,11,4,0,4,4,14,16,3,4,0,0,home_win
2017-18,2017-12-16,Eibar,Valencia,2,1,0,0,15,7,3,3,5,6,13,13,1,4,0,0,home_win
2017-18,2017-12-17,Barcelona,La Coruna,4,0,2,0,23,10,11,3,6,3,12,10,0,1,0,0,home_win
2017-18,2017-12-17,Celta,Villarreal,0,1,0,1,10,8,3,5,2,2,11,19,1,3,0,0,away_win
2017-18,2017-12-17,Girona,Getafe,1,0,1,0,9,7,2,0,1,7,20,25,2,6,0,0,home_win
2017-18,2017-12-17,Las Palmas,Espanol,2,2,0,2,14,8,5,3,9,2,6,25,3,3,0,0,draw
2017-18,2017-12-18,Malaga,Betis,0,2,0,1,18,10,2,4,3,4,15,15,2,2,1,0,away_win
2017-18,2017-12-19,Levante,Leganes,0,0,0,0,10,10,3,2,6,5,21,17,6,6,1,1,draw
2017-18,2017-12-20,Getafe,Las Palmas,2,0,2,0,13,17,7,6,3,1,23,11,3,1,0,0,home_win
2017-18,2017-12-20,Sociedad,Sevilla,3,1,1,1,14,9,5,4,4,5,9,18,1,5,0,0,home_win
2017-18,2017-12-21,Eibar,Girona,4,1,2,1,16,6,6,1,3,2,14,18,1,2,0,0,home_win
2017-18,2017-12-21,Alaves,Malaga,1,0,0,0,10,10,5,3,4,4,14,18,3,4,0,0,home_win
2017-18,2017-12-22,Betis,Ath Bilbao,0,2,0,1,16,19,6,7,6,9,7,6,1,2,1,0,away_win
2017-18,2017-12-22,Espanol,Ath Madrid,1,0,0,0,7,9,4,1,2,3,18,22,2,5,0,0,home_win
2017-18,2017-12-23,La Coruna,Celta,1,3,0,2,15,7,4,3,3,1,20,16,2,2,0,0,away_win
2017-18,2017-12-23,Real Madrid,Barcelona,0,3,0,0,14,18,5,11,7,7,14,10,2,2,1,0,away_win
2017-18,2017-12-23,Valencia,Villarreal,0,1,0,1,22,9,3,2,14,1,11,21,7,5,1,1,away_win
2017-18,2018-01-06,Ath Madrid,Getafe,2,0,1,0,9,10,5,5,5,0,11,16,7,3,1,0,home_win
2017-18,2018-01-06,Las Palmas,Eibar,1,2,1,0,4,14,2,5,4,3,13,17,3,3,0,0,away_win
2017-18,2018-01-06,Sevilla,Betis,3,5,2,2,14,9,3,5,12,0,16,18,3,6,0,0,away_win
2017-18,2018-01-06,Valencia,Girona,2,1,1,1,17,11,7,5,9,7,16,14,5,5,0,0,home_win
2017-18,2018-01-07,Villarreal,La Coruna,1,1,1,0,11,13,5,3,7,5,19,12,4,3,0,0,draw
2017-18,2018-01-07,Celta,Real Madrid,2,2,1,2,10,19,5,8,3,7,10,15,2,2,0,0,draw
2017-18,2018-01-07,Leganes,Sociedad,1,0,0,0,8,9,4,5,5,6,14,11,0,1,0,0,home_win
2017-18,2018-01-07,Ath Bilbao,Alaves,2,0,1,0,14,8,8,1,4,1,23,20,2,4,0,0,home_win
2017-18,2018-01-07,Barcelona,Levante,3,0,2,0,16,9,8,2,3,6,10,22,0,4,0,0,home_win
2017-18,2018-01-08,Malaga,Espanol,0,1,0,1,17,6,2,3,6,5,18,11,2,3,0,0,away_win
2017-18,2018-01-12,Getafe,Malaga,1,0,0,0,7,9,3,2,5,2,19,16,3,1,0,0,home_win
2017-18,2018-01-13,Eibar,Ath Madrid,0,1,0,1,11,7,4,3,9,1,12,9,2,1,0,0,away_win
2017-18,2018-01-13,Girona,Las Palmas,6,0,1,0,15,3,8,1,5,2,25,20,2,5,0,0,home_win
2017-18,2018-01-13,La Coruna,Valencia,1,2,0,1,12,12,2,5,8,10,13,8,2,1,0,0,away_win
2017-18,2018-01-13,Real Madrid,Villarreal,0,1,0,0,28,10,7,4,11,0,11,12,2,1,0,0,away_win
2017-18,2018-01-14,Alaves,Sevilla,1,0,0,0,12,14,3,1,5,4,18,12,5,2,1,0,home_win
2017-18,2018-01-14,Espanol,Ath Bilbao,1,1,1,1,11,8,3,3,4,2,14,16,2,4,0,0,draw
2017-18,2018-01-14,Levante,Celta,0,1,0,1,15,3,5,2,6,2,19,7,4,3,0,0,away_win
2017-18,2018-01-14,Sociedad,Barcelona,2,4,2,1,15,11,6,5,7,3,15,13,2,2,0,0,away_win
2017-18,2018-01-15,Betis,Leganes,3,2,2,1,16,10,9,6,1,1,12,15,2,3,0,0,home_win
2017-18,2018-01-19,Getafe,Ath Bilbao,2,2,1,1,17,7,6,6,6,2,17,12,5,1,0,0,draw
2017-18,2018-01-20,Villarreal,Levante,2,1,1,0,18,16,6,4,6,4,14,16,2,2,0,0,home_win
2017-18,2018-01-20,Las Palmas,Valencia,2,1,1,1,20,14,6,8,3,6,18,16,2,9,0,2,home_win
